Timestamp,Server_ID,CPU_Utilization_%,Memory_Utilization_%,Power_Usage_Watts
2026-01-01 00:00:00,S1,56.99677718293001,56.624108625128095,122.48357076505616
2026-01-01 00:05:00,S1,55.56623980160995,59.74903951020922,121.19427719547853
2026-01-01 00:10:00,S1,52.182196576153395,56.98069974566742,127.00218359591234
2026-01-01 00:15:00,S1,49.58614274997052,59.87322589671919,133.24214888331525
2026-01-01 00:20:00,S1,57.24244963558469,52.413797117935516,126.29723976039006
2026-01-01 00:25:00,S1,56.6409208463938,63.41531499879306,128.10879705692017
2026-01-01 00:30:00,S1,60.061223765995265,62.81952717744868,138.95032592184444
2026-01-01 00:35:00,S1,59.66045491809726,59.18992783832873,136.6225020169376
2026-01-01 00:40:00,S1,62.617271472801676,67.0302316591654,132.1184640843867
2026-01-01 00:45:00,S1,55.561848907077014,68.87679393752525,138.8019395150513
2026-01-01 00:50:00,S1,65.67518525706917,56.60194159898816,135.33173049196182
2026-01-01 00:55:00,S1,60.90618439714979,61.27232666458906,136.81005855474206
2026-01-01 01:00:00,S1,71.10239722787398,61.68141917321726,141.7627240723436
2026-01-01 01:05:00,S1,58.06419796494996,61.26333024571437,132.31944151037666
2026-01-01 01:10:00,S1,70.94839370115949,70.54003839524526,134.50763721839658
2026-01-01 01:15:00,S1,63.98927237838617,65.84703050280915,141.47569725401746
2026-01-01 01:20:00,S1,60.44485179160338,65.91034380047766,140.28184566700241
2026-01-01 01:25:00,S1,61.95425332709916,57.623210682224325,147.87587491997098
2026-01-01 01:30:00,S1,63.411709564082884,71.22165979960687,142.61913460987185
2026-01-01 01:35:00,S1,67.74063908492793,62.2423698990092,140.84495341818166
2026-01-01 01:40:00,S1,68.80560070699238,69.12407262934371,155.8715780851031
2026-01-01 01:45:00,S1,63.85851615962262,70.58831570379088,147.9384419946518
2026-01-01 01:50:00,S1,67.1036235974797,76.37264664048993,149.81400863111847
2026-01-01 01:55:00,S1,78.39680745323487,63.38371160185246,142.6451080985771
2026-01-01 02:00:00,S1,76.74388584215549,55.17889557815258,147.22169753851847
2026-01-01 02:05:00,S1,70.66822193991634,71.53418490706605,150.55457586340725
